,type,result,winning team,game time,red team barons,red team dragons,red team towers,blue team barons,blue team dragons,blue team towers,red team player 1 name,red team player 1 champion,red team player 1 rank,red team player 1 kda,red team player 1 damage given,red team player 1 damage taken,red team player 1 cs,red team player 1 vision 1,red team player 1 vision 2,red team player 1 summoner spell 1,red team player 1 summoner spell 2,red team player 1 rune 1,red team player 1 rune 2,red team player 1 item 1,red team player 1 item 2,red team player 1 item 3,red team player 1 item 4,red team player 1 item 5,red team player 1 item 6,red team player 1 item 7,red team player 2 name,red team player 2 champion,red team player 2 rank,red team player 2 kda,red team player 2 damage given,red team player 2 damage taken,red team player 2 cs,red team player 2 vision 1,red team player 2 vision 2,red team player 2 summoner spell 1,red team player 2 summoner spell 2,red team player 2 rune 1,red team player 2 rune 2,red team player 2 item 1,red team player 2 item 2,red team player 2 item 3,red team player 2 item 4,red team player 2 item 5,red team player 2 item 6,red team player 2 item 7,red team player 3 name,red team player 3 champion,red team player 3 rank,red team player 3 kda,red team player 3 damage given,red team player 3 damage taken,red team player 3 cs,red team player 3 vision 1,red team player 3 vision 2,red team player 3 summoner spell 1,red team player 3 summoner spell 2,red team player 3 rune 1,red team player 3 rune 2,red team player 3 item 1,red team player 3 item 2,red team player 3 item 3,red team player 3 item 4,red team player 3 item 5,red team player 3 item 6,red team player 3 item 7,red team player 4 name,red team player 4 champion,red team player 4 rank,red team player 4 kda,red team player 4 damage given,red team player 4 damage taken,red team player 4 cs,red team player 4 vision 1,red team player 4 vision 2,red team player 4 summoner spell 1,red team player 4 summoner spell 2,red team player 4 rune 1,red team player 4 rune 2,red team player 4 item 1,red team player 4 item 2,red team player 4 item 3,red team player 4 item 4,red team player 4 item 5,red team player 4 item 6,red team player 4 item 7,red team player 5 name,red team player 5 champion,red team player 5 rank,red team player 5 kda,red team player 5 damage given,red team player 5 damage taken,red team player 5 cs,red team player 5 vision 1,red team player 5 vision 2,red team player 5 summoner spell 1,red team player 5 summoner spell 2,red team player 5 rune 1,red team player 5 rune 2,red team player 5 item 1,red team player 5 item 2,red team player 5 item 3,red team player 5 item 4,red team player 5 item 5,red team player 5 item 6,red team player 5 item 7,blue team player 1 name,blue team player 1 champion,blue team player 1 rank,blue team player 1 kda,blue team player 1 damage given,blue team player 1 damage taken,blue team player 1 cs,blue team player 1 vision 1,blue team player 1 vision 2,blue team player 1 summoner spell 1,blue team player 1 summoner spell 2,blue team player 1 rune 1,blue team player 1 rune 2,blue team player 1 item 1,blue team player 1 item 2,blue team player 1 item 3,blue team player 1 item 4,blue team player 1 item 5,blue team player 1 item 6,blue team player 1 item 7,blue team player 2 name,blue team player 2 champion,blue team player 2 rank,blue team player 2 kda,blue team player 2 damage given,blue team player 2 damage taken,blue team player 2 cs,blue team player 2 vision 1,blue team player 2 vision 2,blue team player 2 summoner spell 1,blue team player 2 summoner spell 2,blue team player 2 rune 1,blue team player 2 rune 2,blue team player 2 item 1,blue team player 2 item 2,blue team player 2 item 3,blue team player 2 item 4,blue team player 2 item 5,blue team player 2 item 6,blue team player 2 item 7,blue team player 3 name,blue team player 3 champion,blue team player 3 rank,blue team player 3 kda,blue team player 3 damage given,blue team player 3 damage taken,blue team player 3 cs,blue team player 3 vision 1,blue team player 3 vision 2,blue team player 3 summoner spell 1,blue team player 3 summoner spell 2,blue team player 3 rune 1,blue team player 3 rune 2,blue team player 3 item 1,blue team player 3 item 2,blue team player 3 item 3,blue team player 3 item 4,blue team player 3 item 5,blue team player 3 item 6,blue team player 3 item 7,blue team player 4 name,blue team player 4 champion,blue team player 4 rank,blue team player 4 kda,blue team player 4 damage given,blue team player 4 damage taken,blue team player 4 cs,blue team player 4 vision 1,blue team player 4 vision 2,blue team player 4 summoner spell 1,blue team player 4 summoner spell 2,blue team player 4 rune 1,blue team player 4 rune 2,blue team player 4 item 1,blue team player 4 item 2,blue team player 4 item 3,blue team player 4 item 4,blue team player 4 item 5,blue team player 4 item 6,blue team player 4 item 7,blue team player 5 name,blue team player 5 champion,blue team player 5 rank,blue team player 5 kda,blue team player 5 damage given,blue team player 5 damage taken,blue team player 5 cs,blue team player 5 vision 1,blue team player 5 vision 2,blue team player 5 summoner spell 1,blue team player 5 summoner spell 2,blue team player 5 rune 1,blue team player 5 rune 2,blue team player 5 item 1,blue team player 5 item 2,blue team player 5 item 3,blue team player 5 item 4,blue team player 5 item 5,blue team player 5 item 6,blue team player 5 item 7,record owner,owner champion
0,Ranked Solo,GameResult.WIN,Team.RED,1405,1,2,10,0,2,2,THEOFANISKABAKIS,Jax,master,6/5/9 (54%),17117,19297,162,8,1,Ignite,Flash,Lethal Tempo,Resolve,Doran's Blade,Ionian Boots of Lucidity,Spear Of Shojin,Divine Sunderer,Fiendish Codex,Stealth Ward,,martwychłopiec,Nunu & Willump,grandmaster,2/2/8 (36%),3842,23218,133,55,0,Flash,Smite,Phase Rush,Precision,Thornmail,Plated Steelcaps,Radiant Virtue,Kindlegem,Null-Magic Mantle,Oracle Lens,,Δ Desperate,Nasus,challenger,10/0/8 (64%),14120,21008,201,17,0,Flash,Ghost,Fleet Footwork,Resolve,Gargoyle Stoneplate,Divine Sunderer,Bramble Vest,Giant's Belt,Sterak's Gage,Ionian Boots of Lucidity,Farsight Alteration,happy gamer xd,Ezreal,grandmaster,7/1/9 (57%),22668,10814,188,211,2,Flash,Exhaust,Conqueror,Inspiration,Ionian Boots of Lucidity,Trinity Force,Muramana,Doran's Blade,Last Whisper,Long Sword,Farsight Alteration,Tomara,Pyke,grandmaster,3/5/13 (57%),7204,14803,29,327,9,Ignite,Flash,Hail of Blades,Precision,Pauldrons of Whiterock,Refillable Potion,Umbral Glaive,Frozen Heart,Ionian Boots of Lucidity,Cloth Armor,Oracle Lens,THEOFANISKABAKIS,Jax,master,6/5/9 (54%),17117,19297,162,8,1,Ignite,Flash,Lethal Tempo,Resolve,Doran's Blade,Ionian Boots of Lucidity,Spear Of Shojin,Divine Sunderer,Fiendish Codex,Stealth Ward,,martwychłopiec,Nunu & Willump,grandmaster,2/2/8 (36%),3842,23218,133,55,0,Flash,Smite,Phase Rush,Precision,Thornmail,Plated Steelcaps,Radiant Virtue,Kindlegem,Null-Magic Mantle,Oracle Lens,,Δ Desperate,Nasus,challenger,10/0/8 (64%),14120,21008,201,17,0,Flash,Ghost,Fleet Footwork,Resolve,Gargoyle Stoneplate,Divine Sunderer,Bramble Vest,Giant's Belt,Sterak's Gage,Ionian Boots of Lucidity,Farsight Alteration,happy gamer xd,Ezreal,grandmaster,7/1/9 (57%),22668,10814,188,211,2,Flash,Exhaust,Conqueror,Inspiration,Ionian Boots of Lucidity,Trinity Force,Muramana,Doran's Blade,Last Whisper,Long Sword,Farsight Alteration,Tomara,Pyke,grandmaster,3/5/13 (57%),7204,14803,29,327,9,Ignite,Flash,Hail of Blades,Precision,Pauldrons of Whiterock,Refillable Potion,Umbral Glaive,Frozen Heart,Ionian Boots of Lucidity,Cloth Armor,Oracle Lens,,Nasus
1,Ranked Solo,GameResult.LOSE,Team.BLUE,1674,0,1,3,1,2,9,Mijabu,Ornn,grandmaster,6/7/3 (69%),25440,30976,200,9,0,Flash,Teleport,Grasp of the Undying,Inspiration,The Unspoken Parasite,Sunfire Aegis,Bramble Vest,Abyssal Mask,Mercury's Treads,Stealth Ward,,PioterGej,Nidalee,master,2/9/4 (46%),13400,34099,139,11,8,Smite,Flash,Dark Harvest,Sorcery,Zhonya's Hourglass,Night Harvester,Sorcerer's Shoes,Amplifying Tome,Oracle Lens,,,Δ Desperate,Nasus,challenger,4/5/3 (54%),22761,32638,191,29,0,Flash,Ghost,Lethal Tempo,Resolve,Gargoyle Stoneplate,Frozen Heart,Deicide,Ionian Boots of Lucidity,Doran's Shield,Farsight Alteration,,farewell my love,Aphelios,challenger,1/6/2 (23%),15552,15947,230,17,1,Ghost,Flash,Press the Attack,Resolve,Cloak of Agility,Berserker's Greaves,Kraken Slayer,Typhoon,Hexdrinker,Long Sword,Farsight Alteration,dangerous woman,Milio,grandmaster,0/4/3 (23%),1499,11178,9,723,4,Flash,Heal,Summon Aery,Resolve,Control Ward,Frostfang,Shurelya's Battlesong,Health Potion,Forbidden Idol,Ionian Boots of Lucidity,Oracle Lens,Mijabu,Ornn,grandmaster,6/7/3 (69%),25440,30976,200,9,0,Flash,Teleport,Grasp of the Undying,Inspiration,The Unspoken Parasite,Sunfire Aegis,Bramble Vest,Abyssal Mask,Mercury's Treads,Stealth Ward,,PioterGej,Nidalee,master,2/9/4 (46%),13400,34099,139,11,8,Smite,Flash,Dark Harvest,Sorcery,Zhonya's Hourglass,Night Harvester,Sorcerer's Shoes,Amplifying Tome,Oracle Lens,,,Δ Desperate,Nasus,challenger,4/5/3 (54%),22761,32638,191,29,0,Flash,Ghost,Lethal Tempo,Resolve,Gargoyle Stoneplate,Frozen Heart,Deicide,Ionian Boots of Lucidity,Doran's Shield,Farsight Alteration,,farewell my love,Aphelios,challenger,1/6/2 (23%),15552,15947,230,17,1,Ghost,Flash,Press the Attack,Resolve,Cloak of Agility,Berserker's Greaves,Kraken Slayer,Typhoon,Hexdrinker,Long Sword,Farsight Alteration,dangerous woman,Milio,grandmaster,0/4/3 (23%),1499,11178,9,723,4,Flash,Heal,Summon Aery,Resolve,Control Ward,Frostfang,Shurelya's Battlesong,Health Potion,Forbidden Idol,Ionian Boots of Lucidity,Oracle Lens,,Nasus
2,Ranked Solo,GameResult.WIN,Team.RED,1718,1,4,10,0,0,2,sìckening,Riven,challenger,5/6/8 (43%),22523,27787,204,7,4,Flash,Ignite,Conqueror,Sorcery,Death's Dance,Goredrinker,Stopwatch,Black Cleaver,Ionian Boots of Lucidity,Oracle Lens,,STOP FEEDING X,Nidalee,master,12/1/10 (73%),26712,24502,164,46,8,Smite,Flash,Dark Harvest,Sorcery,Sorcerer's Shoes,Night Harvester,Mejai's Soulstealer,Shadowflame,Oblivion Orb,Oracle Lens,,Δ Desperate,Olaf,challenger,7/1/5 (40%),19277,20111,281,17,3,Flash,Ghost,Conqueror,Inspiration,Sterak's Gage,Ravenous Hydra,"Jak'Sho, The Protean",Pickaxe,Caulfield's Warhammer,Plated Steelcaps,Farsight Alteration,Mavik,Ezreal,challenger,6/4/6 (40%),30620,16389,214,111,7,Exhaust,Flash,Conqueror,Inspiration,Trinity Force,Ionian Boots of Lucidity,Muramana,Serylda's Grudge,Long Sword,Farsight Alteration,,Laxoni,Janna,challenger,0/2/19 (63%),3797,11194,15,626,12,Flash,Heal,Glacial Augment,Resolve,Shard of True Ice,Redemption,Moonstone Renewer,Dark Seal,Ionian Boots of Lucidity,Faerie Charm,Oracle Lens,sìckening,Riven,challenger,5/6/8 (43%),22523,27787,204,7,4,Flash,Ignite,Conqueror,Sorcery,Death's Dance,Goredrinker,Stopwatch,Black Cleaver,Ionian Boots of Lucidity,Oracle Lens,,STOP FEEDING X,Nidalee,master,12/1/10 (73%),26712,24502,164,46,8,Smite,Flash,Dark Harvest,Sorcery,Sorcerer's Shoes,Night Harvester,Mejai's Soulstealer,Shadowflame,Oblivion Orb,Oracle Lens,,Δ Desperate,Olaf,challenger,7/1/5 (40%),19277,20111,281,17,3,Flash,Ghost,Conqueror,Inspiration,Sterak's Gage,Ravenous Hydra,"Jak'Sho, The Protean",Pickaxe,Caulfield's Warhammer,Plated Steelcaps,Farsight Alteration,Mavik,Ezreal,challenger,6/4/6 (40%),30620,16389,214,111,7,Exhaust,Flash,Conqueror,Inspiration,Trinity Force,Ionian Boots of Lucidity,Muramana,Serylda's Grudge,Long Sword,Farsight Alteration,,Laxoni,Janna,challenger,0/2/19 (63%),3797,11194,15,626,12,Flash,Heal,Glacial Augment,Resolve,Shard of True Ice,Redemption,Moonstone Renewer,Dark Seal,Ionian Boots of Lucidity,Faerie Charm,Oracle Lens,,Olaf
3,Ranked Solo,GameResult.LOSE,Team.RED,328,0,0,0,0,0,0,Δ Desperate,Nasus,challenger,1/1/1 (50%),616,1959,32,2,0,Flash,Ghost,Lethal Tempo,Resolve,Health Potion,Boots,Doran's Shield,Stealth Ward,,,,WHITE FERRARI,Udyr,master,0/1/3 (75%),305,3922,36,1,0,Ghost,Smite,Conqueror,Resolve,Gustwalker Hatchling,Dark Seal,Amplifying Tome,Oracle Lens,,,,sìckening,Riven,challenger,2/2/2 (100%),3768,2758,29,1,0,Flash,Ignite,Conqueror,Sorcery,Doran's Blade,Long Sword,Long Sword,Pickaxe,Health Potion,Stealth Ward,,Exet,Ezreal,master,1/1/2 (75%),1784,1412,28,1,0,Flash,Heal,First Strike,Sorcery,Doran's Blade,Sheen,Total Biscuit of Everlasting Will,Stealth Ward,,,,Wυju,Bard,grandmaster,0/0/2 (50%),852,667,0,0,0,Flash,Ignite,Fleet Footwork,Resolve,Spellthief's Edge,Stealth Ward,,,,,,Δ Desperate,Nasus,challenger,1/1/1 (50%),616,1959,32,2,0,Flash,Ghost,Lethal Tempo,Resolve,Health Potion,Boots,Doran's Shield,Stealth Ward,,,,WHITE FERRARI,Udyr,master,0/1/3 (75%),305,3922,36,1,0,Ghost,Smite,Conqueror,Resolve,Gustwalker Hatchling,Dark Seal,Amplifying Tome,Oracle Lens,,,,sìckening,Riven,challenger,2/2/2 (100%),3768,2758,29,1,0,Flash,Ignite,Conqueror,Sorcery,Doran's Blade,Long Sword,Long Sword,Pickaxe,Health Potion,Stealth Ward,,Exet,Ezreal,master,1/1/2 (75%),1784,1412,28,1,0,Flash,Heal,First Strike,Sorcery,Doran's Blade,Sheen,Total Biscuit of Everlasting Will,Stealth Ward,,,,Wυju,Bard,grandmaster,0/0/2 (50%),852,667,0,0,0,Flash,Ignite,Fleet Footwork,Resolve,Spellthief's Edge,Stealth Ward,,,,,,,Nasus
4,Ranked Solo,GameResult.WIN,Team.RED,1191,0,3,5,0,0,0,Δ Desperate,Nasus,challenger,5/1/0 (23%),9341,15203,152,4,1,Flash,Ghost,Fleet Footwork,Resolve,Frozen Heart,Divine Sunderer,Doran's Shield,Ionian Boots of Lucidity,Farsight Alteration,,,1701,Lillia,challenger,3/2/5 (36%),8357,21036,141,27,1,Flash,Smite,Dark Harvest,Sorcery,Blasting Wand,Amplifying Tome,Ionian Boots of Lucidity,Demonic Embrace,Mejai's Soulstealer,Ruby Crystal,Eye of the Herald,adiShow11,Tryndamere,grandmaster,4/1/3 (32%),7954,17697,167,15,2,Ghost,Flash,Lethal Tempo,Resolve,Control Ward,Refillable Potion,Kraken Slayer,Phantom Dancer,Doran's Shield,Berserker's Greaves,Oracle Lens,Intruś,Ezreal,grandmaster,5/2/6 (50%),13365,9739,162,6,1,Heal,Flash,Press the Attack,Inspiration,Trinity Force,Ionian Boots of Lucidity,Manamune,Caulfield's Warhammer,Long Sword,Farsight Alteration,,Beaver Crabber,Morgana,master,5/3/7 (55%),7875,7716,28,321,6,Ignite,Flash,Arcane Comet,Domination,Broken Stopwatch,Everfrost,Shard of True Ice,Seeker's Armguard,Ionian Boots of Lucidity,Fiendish Codex,Oracle Lens,Δ Desperate,Nasus,challenger,5/1/0 (23%),9341,15203,152,4,1,Flash,Ghost,Fleet Footwork,Resolve,Frozen Heart,Divine Sunderer,Doran's Shield,Ionian Boots of Lucidity,Farsight Alteration,,,1701,Lillia,challenger,3/2/5 (36%),8357,21036,141,27,1,Flash,Smite,Dark Harvest,Sorcery,Blasting Wand,Amplifying Tome,Ionian Boots of Lucidity,Demonic Embrace,Mejai's Soulstealer,Ruby Crystal,Eye of the Herald,adiShow11,Tryndamere,grandmaster,4/1/3 (32%),7954,17697,167,15,2,Ghost,Flash,Lethal Tempo,Resolve,Control Ward,Refillable Potion,Kraken Slayer,Phantom Dancer,Doran's Shield,Berserker's Greaves,Oracle Lens,Intruś,Ezreal,grandmaster,5/2/6 (50%),13365,9739,162,6,1,Heal,Flash,Press the Attack,Inspiration,Trinity Force,Ionian Boots of Lucidity,Manamune,Caulfield's Warhammer,Long Sword,Farsight Alteration,,Beaver Crabber,Morgana,master,5/3/7 (55%),7875,7716,28,321,6,Ignite,Flash,Arcane Comet,Domination,Broken Stopwatch,Everfrost,Shard of True Ice,Seeker's Armguard,Ionian Boots of Lucidity,Fiendish Codex,Oracle Lens,,Nasus
5,Ranked Solo,GameResult.WIN,Team.RED,1190,0,2,5,0,0,0,Δ Desperate,Nasus,challenger,5/0/1 (15%),9672,21664,169,15,1,Flash,Ghost,Fleet Footwork,Resolve,Gargoyle Stoneplate,Control Ward,Divine Sunderer,Doran's Shield,Ruby Crystal,Ionian Boots of Lucidity,Farsight Alteration,Wυju,Master Yi,grandmaster,12/2/4 (39%),16376,17975,157,2,3,Flash,Smite,Lethal Tempo,Domination,Berserker's Greaves,Blade of The Ruined King,Hearthbound Axe,Guinsoo's Rageblade,Recurve Bow,Oracle Lens,,Ðivine Jhin,Sylas,master,9/4/7 (39%),18626,23413,121,5,0,Flash,Teleport,Conqueror,Resolve,Everfrost,Ionian Boots of Lucidity,Mejai's Soulstealer,Doran's Ring,Shadowflame,Cloth Armor,Farsight Alteration,Aurelion Sol God,Twitch,master,11/4/1 (29%),11774,10637,121,5,0,Flash,Ghost,Lethal Tempo,Domination,Infinity Edge,Blade of The Ruined King,Cloak of Agility,Dagger,Berserker's Greaves,Farsight Alteration,,skassy,Zoe,grandmaster,4/2/6 (24%),8256,7634,23,13,3,Flash,Ignite,Dark Harvest,Sorcery,Shard of True Ice,Dark Seal,Refillable Potion,Luden's Tempest,Hextech Alternator,Fiendish Codex,Oracle Lens,Δ Desperate,Nasus,challenger,5/0/1 (15%),9672,21664,169,15,1,Flash,Ghost,Fleet Footwork,Resolve,Gargoyle Stoneplate,Control Ward,Divine Sunderer,Doran's Shield,Ruby Crystal,Ionian Boots of Lucidity,Farsight Alteration,Wυju,Master Yi,grandmaster,12/2/4 (39%),16376,17975,157,2,3,Flash,Smite,Lethal Tempo,Domination,Berserker's Greaves,Blade of The Ruined King,Hearthbound Axe,Guinsoo's Rageblade,Recurve Bow,Oracle Lens,,Ðivine Jhin,Sylas,master,9/4/7 (39%),18626,23413,121,5,0,Flash,Teleport,Conqueror,Resolve,Everfrost,Ionian Boots of Lucidity,Mejai's Soulstealer,Doran's Ring,Shadowflame,Cloth Armor,Farsight Alteration,Aurelion Sol God,Twitch,master,11/4/1 (29%),11774,10637,121,5,0,Flash,Ghost,Lethal Tempo,Domination,Infinity Edge,Blade of The Ruined King,Cloak of Agility,Dagger,Berserker's Greaves,Farsight Alteration,,skassy,Zoe,grandmaster,4/2/6 (24%),8256,7634,23,13,3,Flash,Ignite,Dark Harvest,Sorcery,Shard of True Ice,Dark Seal,Refillable Potion,Luden's Tempest,Hextech Alternator,Fiendish Codex,Oracle Lens,,Nasus
6,Ranked Solo,GameResult.WIN,Team.RED,921,0,2,2,0,0,0,Δ Desperate,Nasus,challenger,5/1/3 (40%),4962,13754,107,15,0,Flash,Ghost,Fleet Footwork,Resolve,Aegis of the Legion,Refillable Potion,Divine Sunderer,Ionian Boots of Lucidity,Null-Magic Mantle,Cloth Armor,Farsight Alteration,IDF MENTAL,Master Yi,challenger,4/2/5 (45%),5321,11226,87,22,2,Smite,Flash,Lethal Tempo,Domination,Mosstomper Seedling,Blade of The Ruined King,Boots,Rageknife,Amplifying Tome,Control Ward,Oracle Lens,egw1999,Lux,grandmaster,4/4/4 (40%),7227,6850,90,49,1,Barrier,Flash,First Strike,Sorcery,Doran's Ring,Luden's Tempest,Sorcerer's Shoes,Fiendish Codex,Amplifying Tome,Stealth Ward,,SHAOLIN MENTALXD,Kai'Sa,grandmaster,5/0/4 (45%),8822,5183,130,16,2,Exhaust,Flash,Hail of Blades,Inspiration,Statikk Shiv,Sorcerer's Shoes,Recurve Bow,Fiendish Codex,Stealth Ward,,,jorge112,Alistar,grandmaster,2/5/6 (40%),3882,9361,18,35,2,Flash,Ignite,Aftershock,Inspiration,Relic Shield,Control Ward,Locket of the Iron Solari,Ionian Boots of Lucidity,Oracle Lens,,,Δ Desperate,Nasus,challenger,5/1/3 (40%),4962,13754,107,15,0,Flash,Ghost,Fleet Footwork,Resolve,Aegis of the Legion,Refillable Potion,Divine Sunderer,Ionian Boots of Lucidity,Null-Magic Mantle,Cloth Armor,Farsight Alteration,IDF MENTAL,Master Yi,challenger,4/2/5 (45%),5321,11226,87,22,2,Smite,Flash,Lethal Tempo,Domination,Mosstomper Seedling,Blade of The Ruined King,Boots,Rageknife,Amplifying Tome,Control Ward,Oracle Lens,egw1999,Lux,grandmaster,4/4/4 (40%),7227,6850,90,49,1,Barrier,Flash,First Strike,Sorcery,Doran's Ring,Luden's Tempest,Sorcerer's Shoes,Fiendish Codex,Amplifying Tome,Stealth Ward,,SHAOLIN MENTALXD,Kai'Sa,grandmaster,5/0/4 (45%),8822,5183,130,16,2,Exhaust,Flash,Hail of Blades,Inspiration,Statikk Shiv,Sorcerer's Shoes,Recurve Bow,Fiendish Codex,Stealth Ward,,,jorge112,Alistar,grandmaster,2/5/6 (40%),3882,9361,18,35,2,Flash,Ignite,Aftershock,Inspiration,Relic Shield,Control Ward,Locket of the Iron Solari,Ionian Boots of Lucidity,Oracle Lens,,,,Nasus
7,Ranked Solo,GameResult.WIN,Team.RED,955,0,1,1,0,1,0,Omani 1v9,Jayce,master,5/2/2 (37%),9685,7401,133,5,2,Flash,Ignite,Conqueror,Inspiration,Maw of Malmortius,Slightly Magical Footwear,Refillable Potion,Tear of the Goddess,Serrated Dirk,Caulfield's Warhammer,Stealth Ward,G2 Yike,Jarvan IV,master,4/3/6 (53%),5001,12620,89,33,2,Flash,Smite,Conqueror,Inspiration,Mosstomper Seedling,Goredrinker,Control Ward,Ruby Crystal,Ionian Boots of Lucidity,Caulfield's Warhammer,Oracle Lens,Δ Desperate,Nasus,challenger,6/2/1 (37%),9381,16437,113,4,1,Flash,Ghost,Lethal Tempo,Resolve,Doran's Shield,Divine Sunderer,Ionian Boots of Lucidity,Cloth Armor,Null-Magic Mantle,Cloth Armor,Farsight Alteration,jorge112,Caitlyn,grandmaster,4/3/2 (32%),7164,5634,138,4,1,Flash,Heal,Lethal Tempo,Inspiration,Long Sword,Doran's Blade,B. F. Sword,Kraken Slayer,Slightly Magical Footwear,Stealth Ward,,CrowEater,Taliyah,grandmaster,0/3/9 (47%),4618,4746,15,313,4,Ignite,Flash,Dark Harvest,Sorcery,Frostfang,Blasting Wand,Lost Chapter,Sorcerer's Shoes,Oracle Lens,,,Omani 1v9,Jayce,master,5/2/2 (37%),9685,7401,133,5,2,Flash,Ignite,Conqueror,Inspiration,Maw of Malmortius,Slightly Magical Footwear,Refillable Potion,Tear of the Goddess,Serrated Dirk,Caulfield's Warhammer,Stealth Ward,G2 Yike,Jarvan IV,master,4/3/6 (53%),5001,12620,89,33,2,Flash,Smite,Conqueror,Inspiration,Mosstomper Seedling,Goredrinker,Control Ward,Ruby Crystal,Ionian Boots of Lucidity,Caulfield's Warhammer,Oracle Lens,Δ Desperate,Nasus,challenger,6/2/1 (37%),9381,16437,113,4,1,Flash,Ghost,Lethal Tempo,Resolve,Doran's Shield,Divine Sunderer,Ionian Boots of Lucidity,Cloth Armor,Null-Magic Mantle,Cloth Armor,Farsight Alteration,jorge112,Caitlyn,grandmaster,4/3/2 (32%),7164,5634,138,4,1,Flash,Heal,Lethal Tempo,Inspiration,Long Sword,Doran's Blade,B. F. Sword,Kraken Slayer,Slightly Magical Footwear,Stealth Ward,,CrowEater,Taliyah,grandmaster,0/3/9 (47%),4618,4746,15,313,4,Ignite,Flash,Dark Harvest,Sorcery,Frostfang,Blasting Wand,Lost Chapter,Sorcerer's Shoes,Oracle Lens,,,,Nasus
8,Ranked Solo,GameResult.WIN,Team.BLUE,1444,0,1,2,0,2,6,Razetheon,Pantheon,master,8/5/11 (58%),24120,16675,132,5,2,Ignite,Flash,Conqueror,Sorcery,Eclipse,Plated Steelcaps,Black Cleaver,Last Whisper,Long Sword,Long Sword,Stealth Ward,G2 Yike,Rengar,master,11/3/4 (45%),15615,23457,162,2,3,Flash,Smite,First Strike,Domination,Prowler's Claw,Eclipse,Axiom Arc,Ionian Boots of Lucidity,Long Sword,Long Sword,Oracle Lens,Δ Desperate,Nasus,challenger,5/0/5 (30%),14540,27117,214,6,0,Flash,Ghost,Fleet Footwork,Resolve,Gargoyle Stoneplate,Divine Sunderer,Ionian Boots of Lucidity,Doran's Shield,Spectre's Cowl,Kindlegem,Farsight Alteration,Frederick II,Veigar,grandmaster,5/2/5 (30%),14356,11641,191,11,1,Flash,Teleport,Electrocute,Sorcery,Everfrost,Winged Moonplate,Ionian Boots of Lucidity,Cloth Armor,Tear of the Goddess,Rabadon's Deathcap,Stealth Ward,PUMPINGDEMOOSCLE,Annie,master,4/3/14 (55%),7990,8220,12,123,0,Ignite,Flash,Summon Aery,Inspiration,Ionian Boots of Lucidity,Shard of True Ice,Shurelya's Battlesong,Rylai's Crystal Scepter,Oracle Lens,,,Razetheon,Pantheon,master,8/5/11 (58%),24120,16675,132,5,2,Ignite,Flash,Conqueror,Sorcery,Eclipse,Plated Steelcaps,Black Cleaver,Last Whisper,Long Sword,Long Sword,Stealth Ward,G2 Yike,Rengar,master,11/3/4 (45%),15615,23457,162,2,3,Flash,Smite,First Strike,Domination,Prowler's Claw,Eclipse,Axiom Arc,Ionian Boots of Lucidity,Long Sword,Long Sword,Oracle Lens,Δ Desperate,Nasus,challenger,5/0/5 (30%),14540,27117,214,6,0,Flash,Ghost,Fleet Footwork,Resolve,Gargoyle Stoneplate,Divine Sunderer,Ionian Boots of Lucidity,Doran's Shield,Spectre's Cowl,Kindlegem,Farsight Alteration,Frederick II,Veigar,grandmaster,5/2/5 (30%),14356,11641,191,11,1,Flash,Teleport,Electrocute,Sorcery,Everfrost,Winged Moonplate,Ionian Boots of Lucidity,Cloth Armor,Tear of the Goddess,Rabadon's Deathcap,Stealth Ward,PUMPINGDEMOOSCLE,Annie,master,4/3/14 (55%),7990,8220,12,123,0,Ignite,Flash,Summon Aery,Inspiration,Ionian Boots of Lucidity,Shard of True Ice,Shurelya's Battlesong,Rylai's Crystal Scepter,Oracle Lens,,,,Nasus
